,размер,ткань,цвет,рукав,спрос
647,XXL,нейлон,чёрный,длинный,средний
648,XS,полиэстр,красный,короткий,высокий
649,3XL,нейлон,голубой,короткий,высокий
650,XL,полиэстр,красный,длинный,средний
651,L,шёлк,белый,длинный,средний
652,XS,полиэстр,синий,короткий,высокий
653,L,нейлон,голубой,длинный,средний
654,M,нейлон,белый,короткий,средний
655,XXL,полиэстр,белый,короткий,низкий
656,L,полиэстр,жёлтый,длинный,средний
657,XL,полиэстр,зелёный,длинный,средний
658,L,хлопок,красный,короткий,высокий
659,M,полиэстр,голубой,длинный,средний
660,3XL,полиэстр,голубой,длинный,средний
661,XS,шёлк,белый,короткий,низкий
662,L,нейлон,фиолетовый,короткий,высокий
663,L,хлопок,голубой,короткий,высокий
664,XXL,нейлон,голубой,короткий,высокий
665,L,нейлон,синий,короткий,высокий
666,XL,нейлон,белый,длинный,низкий
667,M,полиэстр,красный,короткий,высокий
668,M,лён,кремовый,длинный,высокий
669,XS,хлопок,белый,длинный,высокий
670,XL,полиэстр,синий,короткий,высокий
671,L,шёлк,зелёный,короткий,низкий
672,XL,хлопок,оранжевый,короткий,высокий
673,XL,лён,чёрный,длинный,средний
674,M,полиэстр,белый,длинный,средний
675,3XL,лён,кремовый,короткий,высокий
676,L,хлопок,жёлтый,длинный,средний
677,XXL,полиэстр,чёрный,короткий,средний
678,XXL,хлопок,красный,короткий,высокий
679,XL,нейлон,синий,короткий,высокий
680,S,полиэстр,синий,длинный,высокий
681,M,нейлон,синий,длинный,средний
682,XL,нейлон,красный,короткий,высокий
683,S,полиэстр,фиолетовый,короткий,высокий
684,XL,хлопок,красный,короткий,высокий
685,XXL,полиэстр,синий,короткий,высокий
686,XXL,хлопок,красный,короткий,высокий
687,XS,нейлон,белый,длинный,средний
688,M,полиэстр,чёрный,длинный,средний
689,L,хлопок,жёлтый,длинный,средний
690,XL,хлопок,жёлтый,длинный,средний
691,L,полиэстр,голубой,длинный,средний
692,L,хлопок,жёлтый,длинный,средний
693,M,нейлон,чёрный,короткий,средний
694,M,полиэстр,чёрный,короткий,средний
695,XXL,хлопок,жёлтый,длинный,низкий
696,XS,хлопок,голубой,короткий,высокий
697,XXL,полиэстр,жёлтый,длинный,средний
