,размер,ткань,цвет,рукав,спрос
642,3XL,лён,чёрный,длинный,низкий
643,L,хлопок,оранжевый,длинный,средний
644,XL,нейлон,кремовый,длинный,средний
645,L,лён,красный,короткий,высокий
646,XXL,хлопок,синий,короткий,высокий
647,3XL,нейлон,голубой,длинный,низкий
648,M,полиэстр,голубой,длинный,средний
649,S,полиэстр,белый,короткий,средний
650,XL,полиэстр,зелёный,короткий,высокий
651,3XL,лён,чёрный,длинный,низкий
652,XXL,лён,чёрный,длинный,средний
653,M,хлопок,белый,короткий,высокий
654,L,нейлон,голубой,короткий,высокий
655,M,лён,белый,короткий,высокий
656,M,полиэстр,красный,короткий,высокий
657,XS,нейлон,красный,короткий,высокий
658,S,полиэстр,голубой,длинный,высокий
659,XS,хлопок,кремовый,короткий,высокий
660,L,хлопок,белый,длинный,высокий
661,XXL,лён,белый,короткий,средний
662,M,полиэстр,чёрный,короткий,средний
663,M,хлопок,зелёный,длинный,низкий
664,L,лён,оранжевый,длинный,высокий
665,L,лён,белый,длинный,высокий
666,M,нейлон,синий,длинный,средний
667,M,хлопок,чёрный,длинный,средний
668,L,лён,голубой,короткий,высокий
669,3XL,нейлон,жёлтый,длинный,низкий
670,M,лён,жёлтый,длинный,средний
671,M,нейлон,белый,короткий,средний
672,L,шёлк,синий,длинный,низкий
673,XXL,нейлон,чёрный,короткий,средний
674,XXL,нейлон,белый,длинный,низкий
675,L,лён,жёлтый,короткий,высокий
676,M,хлопок,кремовый,короткий,высокий
677,L,хлопок,красный,длинный,средний
678,XL,полиэстр,голубой,длинный,средний
679,3XL,хлопок,голубой,короткий,средний
680,XL,хлопок,белый,короткий,средний
681,M,нейлон,кремовый,короткий,высокий
682,S,лён,оранжевый,короткий,высокий
683,XL,лён,голубой,короткий,высокий
684,XL,полиэстр,белый,длинный,низкий
685,M,лён,голубой,длинный,высокий
686,M,нейлон,белый,короткий,средний
687,L,нейлон,синий,длинный,средний
688,L,лён,жёлтый,короткий,высокий
689,L,нейлон,чёрный,длинный,средний
690,L,хлопок,белый,длинный,высокий
691,XS,хлопок,чёрный,короткий,средний
692,L,нейлон,красный,короткий,высокий
693,M,хлопок,голубой,длинный,средний
694,S,нейлон,голубой,короткий,высокий
695,L,хлопок,белый,короткий,высокий
696,XS,нейлон,голубой,длинный,высокий
697,M,хлопок,оранжевый,короткий,высокий
